slug,title,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,company,added_by_status.yet,added_by_status.owned,added_by_status.beaten,added_by_status.toplay,added_by_status.dropped,added_by_status.playing,esrb_rating.id,esrb_rating.name,esrb_rating.slug,esrb_rating.name_en,esrb_rating.name_ru,community_rating,added_by_status,year
halo-the-master-chief-collection,halo: the master chief collection,7,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}]",2014-11-11,False,https://media.rawg.io/media/games/c24/c24f4434882ae9c2c8d9d38de82cb7a5.jpg,4.25,5,"[{'id': 5, 'title': 'exceptional', 'count': 515, 'percent': 47.47}, {'id': 4, 'title': 'recommended', 'count': 421, 'percent': 38.8}, {'id': 3, 'title': 'meh', 'count': 100, 'percent': 9.22}, {'id': 1, 'title': 'skip', 'count': 49, 'percent': 4.52}]",1079,4,6898,85.0,625,2025-03-01T09:25:39,857,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 236808, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 59339, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 45143, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 43383, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 40265, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 36334, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42425, 'name': 'Для нескольких игроков', 'slug': 'dlia-neskolkikh-igrokov', 'language': 'rus', 'games_count': 11352, 'image_background': 'https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg'}, {'id': 42400, 'name': 'Атмосфера', 'slug': 'atmosfera', 'language': 'rus', 'games_count': 6083, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 42401, 'name': 'Отличный саундтрек', 'slug': 'otlichnyi-saundtrek', 'language': 'rus', 'games_count': 4645, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42, 'name': 'Great Soundtrack', 'slug': 'great-soundtrack', 'language': 'eng', 'games_count': 3421, 'image_background': 'https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg'}, {'id': 42394, 'name': 'Глубокий сюжет', 'slug': 'glubokii-siuzhet', 'language': 'rus', 'games_count': 15181, 'image_background': 'https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg'}, {'id': 18, 'name': 'Co-op', 'slug': 'co-op', 'language': 'eng', 'games_count': 12990, 'image_background': 'https://media.rawg.io/media/games/4e0/4e0e7b6d6906a131307c94266e5c9a1c.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 24317, 'image_background': 'https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg'}, {'id': 411, 'name': 'cooperative', 'slug': 'cooperative', 'language': 'eng', 'games_count': 5769, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 42428, 'name': 'Шутер', 'slug': 'shuter', 'language': 'rus', 'games_count': 10481, 'image_background': 'https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg'}, {'id': 42429, 'name': 'От первого лица', 'slug': 'ot-pervogo-litsa', 'language': 'rus', 'games_count': 13462, 'image_background': 'https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 34382, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 42435, 'name': 'Шедевр', 'slug': 'shedevr', 'language': 'rus', 'games_count': 1059, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42423, 'name': 'Научная фантастика', 'slug': 'nauchnaia-fantastika', 'language': 'rus', 'games_count': 9486, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 20582, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 16, 'name': 'Horror', 'slug': 'horror', 'language': 'eng', 'games_count': 46748, 'image_background': 'https://media.rawg.io/media/games/4fb/4fb548e4816c84d1d70f1a228fb167cc.jpg'}, {'id': 30, 'name': 'FPS', 'slug': 'fps', 'language': 'eng', 'games_count': 14102, 'image_background': 'https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg'}, {'id': 42427, 'name': 'Шутер от первого лица', 'slug': 'shuter-ot-pervogo-litsa', 'language': 'rus', 'games_count': 6085, 'image_background': 'https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg'}, {'id': 9, 'name': 'Online Co-Op', 'slug': 'online-co-op', 'language': 'eng', 'games_count': 6621, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 42461, 'name': 'Классика', 'slug': 'klassika', 'language': 'rus', 'games_count': 1475, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 193, 'name': 'Classic', 'slug': 'classic', 'language': 'eng', 'games_count': 1811, 'image_background': 'https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg'}, {'id': 397, 'name': 'Online multiplayer', 'slug': 'online-multiplayer', 'language': 'eng', 'games_count': 3804, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}, {'id': 25, 'name': 'Space', 'slug': 'space', 'language': 'eng', 'games_count': 43511, 'image_background': 'https://media.rawg.io/media/games/0bc/0bcc108295a244b488d5c25f7d867220.jpg'}, {'id': 42422, 'name': 'Космос', 'slug': 'kosmos-2', 'language': 'rus', 'games_count': 4847, 'image_background': 'https://media.rawg.io/media/games/bd2/bd2cc7714e0b9b1adad1ba1b2400d436.jpg'}, {'id': 172, 'name': 'Aliens', 'slug': 'aliens', 'language': 'eng', 'games_count': 7164, 'image_background': 'https://media.rawg.io/media/games/d54/d54f0267a042f44c032d8ca264584ecf.jpg'}, {'id': 42485, 'name': 'Инопланетяне', 'slug': 'inoplanetiane', 'language': 'rus', 'games_count': 2231, 'image_background': 'https://media.rawg.io/media/games/009/009e4e84975d6a60173ec1199db25aa3.jpg'}, {'id': 42690, 'name': 'Красивая', 'slug': 'krasivaia', 'language': 'rus', 'games_count': 590, 'image_background': 'https://media.rawg.io/media/games/8cd/8cd179c85bd3de8f79bef245b15075fb.jpg'}, {'id': 205, 'name': 'Lore-Rich', 'slug': 'lore-rich', 'language': 'eng', 'games_count': 1732, 'image_background': 'https://media.rawg.io/media/games/007/0073b6418763a47eb023fba88cb22e7c.jpg'}, {'id': 42594, 'name': 'Проработанная вселенная', 'slug': 'prorabotannaia-vselennaia', 'language': 'rus', 'games_count': 1760, 'image_background': 'https://media.rawg.io/media/games/e1f/e1ffbeb1bac25b19749ad285ca29e158.jpg'}, {'id': 581, 'name': 'Epic', 'slug': 'epic', 'language': 'eng', 'games_count': 4123, 'image_background': 'https://media.rawg.io/media/screenshots/73e/73e4d78a55248fc26a4e06726b6bd969.jpg'}, {'id': 578, 'name': 'Masterpiece', 'slug': 'masterpiece', 'language': 'eng', 'games_count': 301, 'image_background': 'https://media.rawg.io/media/games/c24/c24f4434882ae9c2c8d9d38de82cb7a5.jpg'}, {'id': 577, 'name': 'Beautiful', 'slug': 'beautiful', 'language': 'eng', 'games_count': 1871, 'image_background': 'https://media.rawg.io/media/screenshots/2af/2aff127d5caa7985bfdb5106f75052fe.jpg'}, {'id': 42611, 'name': 'Эпичная', 'slug': 'epichnaia', 'language': 'rus', 'games_count': 100, 'image_background': 'https://media.rawg.io/media/screenshots/0e6/0e60075818860647a1e6a9f9a8ebfada.jpg'}]",,,1085,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/c24/c24f4434882ae9c2c8d9d38de82cb7a5.jpg'}, {'id': 7558, 'image': 'https://media.rawg.io/media/screenshots/d21/d2161a641d149f3f97f3b7b7fe78327a.jpg'}, {'id': 7568, 'image': 'https://media.rawg.io/media/screenshots/cc5/cc579e5d43df76d637d534f8c76937cc.jpg'}, {'id': 7574, 'image': 'https://media.rawg.io/media/screenshots/78c/78ce8a488acbf24e0c7dda8efda27a08.jpg'}, {'id': 7581, 'image': 'https://media.rawg.io/media/screenshots/547/5478b1f78a8b9d58e3e8088d1ba422dc.jpg'}, {'id': 7584, 'image': 'https://media.rawg.io/media/screenshots/e9a/e9aef40ab7bb3b1cf90e683288387e16.jpg'}, {'id': 7591, 'image': 'https://media.rawg.io/media/screenshots/4e4/4e4797f106fe04b7cb79a08e70cdfd44.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",343 Industries,276.0,5512.0,438.0,171.0,289.0,212.0,,,,,,,,2014.0
halo-2-anniversary,halo 2: anniversary,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}]",2014-11-11,False,https://media.rawg.io/media/games/fc6/fc63fb73da1edb6e18d4387a971f18a2.jpg,4.21,5,"[{'id': 5, 'title': 'exceptional', 'count': 45, 'percent': 42.45}, {'id': 4, 'title': 'recommended', 'count': 44, 'percent': 41.51}, {'id': 3, 'title': 'meh', 'count': 14, 'percent': 13.21}, {'id': 1, 'title': 'skip', 'count': 3, 'percent': 2.83}]",100,6,198,71.0,210,2025-03-02T14:34:11,395195,,,[],,,106,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/fc6/fc63fb73da1edb6e18d4387a971f18a2.jpg'}, {'id': 2386430, 'image': 'https://media.rawg.io/media/screenshots/b17/b172ef69644d3ff47a820078d09b31df.jpg'}, {'id': 2386431, 'image': 'https://media.rawg.io/media/screenshots/696/696184bae7ce150b5305d6e5d3ab7f3f.jpg'}, {'id': 2386432, 'image': 'https://media.rawg.io/media/screenshots/5f1/5f1b8fc79352dd904e04849d52abf409.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",343 Industries,15.0,23.0,130.0,15.0,11.0,4.0,,,,,,,,2014.0
halo-combat-evolved-anniversary,halo: combat evolved anniversary,13,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360'}}]",2011-11-15,False,https://media.rawg.io/media/games/ec0/ec0a3967cf6ac7c79feb73abd25d2630.jpg,3.97,4,"[{'id': 4, 'title': 'recommended', 'count': 79, 'percent': 43.41}, {'id': 5, 'title': 'exceptional', 'count': 59, 'percent': 32.42}, {'id': 3, 'title': 'meh', 'count': 34, 'percent': 18.68}, {'id': 1, 'title': 'skip', 'count': 10, 'percent': 5.49}]",173,6,353,80.0,453,2025-03-03T22:25:34,28386,,,"[{'id': 37796, 'name': 'exclusive', 'slug': 'exclusive', 'language': 'eng', 'games_count': 4491, 'image_background': 'https://media.rawg.io/media/games/f24/f2493ea338fe7bd3c7d73750a85a0959.jpeg'}]",,,182,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/ec0/ec0a3967cf6ac7c79feb73abd25d2630.jpg'}, {'id': 2021529, 'image': 'https://media.rawg.io/media/screenshots/0a6/0a63799f5166db6b4fe23ecf4840cabc.jpg'}, {'id': 2021530, 'image': 'https://media.rawg.io/media/screenshots/cd1/cd193d35f453280103366a1b138afb49.jpg'}, {'id': 2021531, 'image': 'https://media.rawg.io/media/screenshots/653/653f188387fb5daacdd4bd0d0bedbaaf.jpg'}, {'id': 2021533, 'image': 'https://media.rawg.io/media/screenshots/42c/42c1583fb99fdc6314d1e91d18f279d5.jpg'}, {'id': 273172, 'image': 'https://media.rawg.io/media/screenshots/817/8170036adc0142c3fae23d9a58b5c52c.jpg'}, {'id': 273173, 'image': 'https://media.rawg.io/media/screenshots/c48/c481d90ee386e7f8dc43f55749accb55.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}]",343 Industries,24.0,53.0,219.0,27.0,22.0,8.0,4.0,Mature,mature,Mature,С 17 лет,,,2011.0
halo-4,halo 4,75,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}]","[{'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360'}}]",2012-11-06,False,https://media.rawg.io/media/games/efd/efdc57a6d16ddf185e275c3cf065ac50.jpg,3.82,4,"[{'id': 4, 'title': 'recommended', 'count': 298, 'percent': 51.74}, {'id': 3, 'title': 'meh', 'count': 142, 'percent': 24.65}, {'id': 5, 'title': 'exceptional', 'count': 112, 'percent': 19.44}, {'id': 1, 'title': 'skip', 'count': 24, 'percent': 4.17}]",570,4,2277,86.0,661,2025-03-01T09:25:50,28627,,,"[{'id': 37796, 'name': 'exclusive', 'slug': 'exclusive', 'language': 'eng', 'games_count': 4491, 'image_background': 'https://media.rawg.io/media/games/f24/f2493ea338fe7bd3c7d73750a85a0959.jpeg'}]",,,576,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/efd/efdc57a6d16ddf185e275c3cf065ac50.jpg'}, {'id': 579110, 'image': 'https://media.rawg.io/media/screenshots/8f8/8f821ac1c5de11adb7458764a86f4453.jpg'}, {'id': 579111, 'image': 'https://media.rawg.io/media/screenshots/7fd/7fd0494474c13965619757e6add6aa03.jpg'}, {'id': 579112, 'image': 'https://media.rawg.io/media/screenshots/cf2/cf2d96958b664e708ed8cdadc7ed138b.jpg'}, {'id': 579113, 'image': 'https://media.rawg.io/media/screenshots/674/674f122a90306f221148499cb54a9335.jpg'}, {'id': 579114, 'image': 'https://media.rawg.io/media/screenshots/ea3/ea3fbde2abaf22bed74273a3031d1056.jpg'}, {'id': 579115, 'image': 'https://media.rawg.io/media/screenshots/3bb/3bbc3664272673d4adf12748e6336186.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",343 Industries,89.0,1430.0,581.0,70.0,94.0,13.0,4.0,Mature,mature,Mature,С 17 лет,,,2012.0
halo-5-guardians,halo 5: guardians,0,"[{'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}]","[{'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}]",2015-10-27,False,https://media.rawg.io/media/games/77f/77fb27e5b7ec6984f43a70a289376e6a.jpg,3.74,4,"[{'id': 4, 'title': 'recommended', 'count': 273, 'percent': 50.0}, {'id': 3, 'title': 'meh', 'count': 154, 'percent': 28.21}, {'id': 5, 'title': 'exceptional', 'count': 92, 'percent': 16.85}, {'id': 1, 'title': 'skip', 'count': 27, 'percent': 4.95}]",539,4,2417,84.0,436,2025-02-15T13:07:54,8444,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 236808, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 40265, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 20582, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 37796, 'name': 'exclusive', 'slug': 'exclusive', 'language': 'eng', 'games_count': 4491, 'image_background': 'https://media.rawg.io/media/games/f24/f2493ea338fe7bd3c7d73750a85a0959.jpeg'}, {'id': 81, 'name': 'Military', 'slug': 'military', 'language': 'eng', 'games_count': 2202, 'image_background': 'https://media.rawg.io/media/games/ccd/ccd40e8f86c0ae10a082b610d31d4475.jpg'}, {'id': 37797, 'name': 'true exclusive', 'slug': 'true-exclusive', 'language': 'eng', 'games_count': 3980, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}]",,,546,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/77f/77fb27e5b7ec6984f43a70a289376e6a.jpg'}, {'id': 59573, 'image': 'https://media.rawg.io/media/screenshots/e59/e5996dd948edc8af4abf802a4b8f357e.jpg'}, {'id': 59577, 'image': 'https://media.rawg.io/media/screenshots/500/500d779a2aa2b0f9cdf8683c9cb79252.jpg'}, {'id': 59579, 'image': 'https://media.rawg.io/media/screenshots/339/33932fd0f57ae486a9aef36f5ba177e7.jpg'}, {'id': 59583, 'image': 'https://media.rawg.io/media/screenshots/0cc/0cc37ff90a0c7253d8b1f12c86fd0198.jpg'}, {'id': 59589, 'image': 'https://media.rawg.io/media/screenshots/e7d/e7d091a6dc536cfa687baa342d726d46.jpg'}, {'id': 59593, 'image': 'https://media.rawg.io/media/screenshots/021/021920e9ad6864c67047fae4082db049.jpg'}]","[{'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",343 Industries,73.0,1746.0,413.0,76.0,90.0,19.0,3.0,Teen,teen,Teen,С 13 лет,,,2015.0
