id,slug,name,released,metacritic,rating,ratings_count,playtime,added,platforms,genres,year
1030,limbo,Limbo,2010-07-21,88.0,4.14,3320,3,13930,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3, PS Vita","Adventure, Action, Puzzle, Indie, Platformer",2010
29028,metro-2033,Metro 2033,2010-03-16,79.0,3.94,2223,2,12597,"PC, Xbox 360","Shooter, Action",2010
4427,bioshock-2,BioShock 2,2010-02-09,88.0,4.07,1926,3,11416,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3","Shooter, Action",2010
13668,amnesia-the-dark-descent,Amnesia: The Dark Descent,2010-09-08,85.0,3.64,1221,2,10378,"PC, macOS, Linux","Indie, Adventure, Action",2010
19487,alan-wake,Alan Wake,2010-05-14,83.0,4.1,2231,5,10345,"PC, Xbox One, Xbox 360","Shooter, Adventure, Action",2010
5563,fallout-new-vegas,Fallout: New Vegas,2010-10-19,84.0,4.43,2540,12,10019,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3","Shooter, Action, RPG",2010
13633,civilization-v,Sid Meier's Civilization V,2010-09-21,90.0,4.29,1987,27,9704,"PC, macOS, Linux",Strategy,2010
3144,super-meat-boy,Super Meat Boy,2010-10-20,87.0,3.98,1749,3,9641,"PC, PlayStation 4, Nintendo Switch, Android, macOS, Linux, Xbox 360, PS Vita, Wii U, Web","Platformer, Indie",2010
4806,mass-effect-2,Mass Effect 2,2010-01-26,94.0,4.47,2990,22,9309,"PC, Xbox One, Xbox 360, PlayStation 3","Action, RPG",2010
4513,just-cause-2,Just Cause 2,2010-03-23,84.0,3.61,1347,3,8876,"PC, Xbox One, Xbox 360, PlayStation 3","Shooter, Action",2010
17572,batman-aa-goty,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,91.0,4.38,1561,8,8522,"PC, PlayStation 4, Xbox 360, PlayStation 3","Platformer, Adventure, Action",2010
28179,sega-mega-drive-and-genesis-classics,SEGA Mega Drive and Genesis Classics,2010-06-01,76.0,2.98,571,2,8415,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux","Adventure, Action, RPG, Fighting, Platformer",2010
1416,mafia-ii,Mafia II,2010-08-24,77.0,4.24,2152,13,8326,"PC, Xbox One, Xbox 360, PlayStation 3","Shooter, Action",2010
2743,heavy-rain,Heavy Rain,2010-02-17,80.0,4.12,2405,5,8229,"PC, PlayStation 4, PlayStation 3","Adventure, Action",2010
4502,darksiders,Darksiders,2010-01-27,83.0,3.76,1201,3,8010,"PC, Xbox One, Nintendo Switch, Xbox 360, PlayStation 3",Action,2010
4544,red-dead-redemption,Red Dead Redemption,2010-05-18,95.0,4.43,2118,6,7173,"PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3","Shooter, Action",2010
865,call-of-duty-black-ops,Call of Duty: Black Ops,2010-11-09,81.0,4.04,1810,9,6832,"PC, Xbox One, iOS, Nintendo DS, macOS, Xbox 360, PlayStation 3, Wii","Shooter, Action",2010
10064,assassins-creed-brotherhood-2,Assassin’s Creed Brotherhood,2010-11-16,88.0,4.27,1676,16,5295,"PC, Xbox One, PlayStation 4, macOS, Xbox 360, PlayStation 3",Action,2010
4882,lara-croft-gol,Lara Croft and the Guardian of Light,2010-08-05,82.0,3.43,499,2,5007,"PC, iOS, Android, Xbox 360, PlayStation 3","Adventure, Action",2010
5342,medal-of-honor,Medal of Honor,2010-10-12,72.0,3.27,700,2,4752,"PC, Xbox 360, PlayStation 3",Shooter,2010
19429,alien-swarm,Alien Swarm,2010-07-19,77.0,3.33,713,2,4306,PC,"Shooter, Action",2010
4388,battlefield-bad-company-2,Battlefield: Bad Company 2,2010-03-02,87.0,4.13,900,7,4213,"PC, Xbox One, Xbox 360, PlayStation 3","Shooter, Action",2010
