id,slug,name,released,metacritic,rating,ratings_count,playtime,added,platforms,genres,year
326243,elden-ring,Elden Ring,2022-02-25,95.0,4.41,1335,62,7805,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X","Action, RPG",2022
452638,stray-2,Stray,2022-07-19,82.0,4.17,1139,5,5425,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS","Adventure, Action, Puzzle, Indie, Platformer",2022
685577,vampire-survivors,Vampire Survivors,2022-10-20,,4.19,720,11,5044,"PC, Xbox One, Nintendo Switch, iOS, Android, Web","Casual, Indie, Action, RPG",2022
704634,uncharted-legacy-of-thieves-collection,Uncharted: Legacy of Thieves Collection,2022-01-28,,4.46,487,7,4857,"PC, PlayStation 5","Adventure, Action",2022
372576,lost-ark,Lost Ark,2022-02-11,81.0,3.2,274,10,3503,PC,"Massively Multiplayer, RPG",2022
791638,multiversus,MultiVersus,2022-07-26,,3.14,181,2,3444,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X","Action, Fighting",2022
58758,dying-light-2,Dying Light 2 Stay Human,2022-02-04,77.0,3.65,398,23,3145,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch","Adventure, Action, RPG",2022
46301,raft,Raft,2022-06-20,,3.89,431,8,2910,PC,Adventure,2022
748414,aperture-desk-job,Aperture Desk Job,2022-03-01,,3.8,201,1,2797,"PC, Linux","Casual, Adventure, Action",2022
452642,horizon-zero-dawn-2,Horizon Forbidden West,2022-02-18,86.0,4.2,433,0,2664,"PC, PlayStation 5, PlayStation 4","Adventure, Action, RPG",2022
570074,teenage-mutant-ninja-turtles-shredders-revenge,Teenage Mutant Ninja Turtles: Shredder's Revenge,2022-06-16,86.0,4.08,424,3,2650,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, iOS, Android, Linux","Adventure, Action, Fighting, Casual, Arcade, Indie",2022
29236,tunic,Tunic,2022-03-16,86.0,4.11,343,5,2551,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS","Indie, Adventure, Action",2022
616697,a-plague-tale-requiem,A Plague Tale: Requiem,2022-10-17,,4.29,428,5,2426,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch","Adventure, Action",2022
388308,overwatch-2,Overwatch 2,2022-10-04,78.0,3.11,352,4,2315,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch","Shooter, Massively Multiplayer, Action",2022
650605,cult-of-the-lamb,Cult of the Lamb,2022-08-11,,4.13,399,10,2297,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS","Indie, Strategy, Adventure, Action",2022
494384,god-of-war-ragnarok,God of War: Ragnarök,2022-11-09,,4.42,620,0,2131,"PC, PlayStation 5, PlayStation 4",Action,2022
326239,lego-star-wars-the-sywalker-saga,Lego Star Wars: The Skywalker Saga,2022-04-05,80.0,3.89,206,7,2096,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch","Platformer, Adventure, Action",2022
801032,high-on-life,High on Life,2022-12-13,,3.79,242,4,2092,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X","Shooter, Adventure, Action",2022
326248,ghostwire-tokio,Ghostwire: Tokyo,2022-03-24,78.0,3.55,301,7,2069,"PC, PlayStation 5, Xbox Series S/X",Action,2022
391397,grounded-2,Grounded,2022-09-27,82.0,3.78,282,6,1974,"PC, PlayStation 5, Xbox One, Xbox Series S/X","Indie, Adventure",2022
854354,portal-with-rtx,Portal with RTX,2022-12-08,,3.63,86,1,1962,PC,"Adventure, Action, Puzzle",2022
274758,the-stanley-parable-ultra-deluxe,The Stanley Parable: Ultra Deluxe,2022-04-27,90.0,4.38,338,4,1940,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux","Casual, Indie, Adventure",2022
10069,mount-blade-ii-bannerlord,Mount & Blade II: Bannerlord,2022-10-25,78.0,4.24,281,19,1894,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X","Strategy, Action, RPG, Simulation",2022
