slug,title,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,id,score,clip,tags,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,main_genre,added_by_status.yet,added_by_status.owned,added_by_status.beaten,added_by_status.toplay,added_by_status.dropped,added_by_status.playing,esrb_rating.id,esrb_rating.name,esrb_rating.slug,esrb_rating.name_en,esrb_rating.name_ru,esrb_rating,community_rating,year
grand-theft-auto-v,grand theft auto v,74,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 187, 'name': 'PlayStation 5', 'slug': 'playstation5'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 186, 'name': 'Xbox Series S/X', 'slug': 'xbox-series-x'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}, {'platform': {'id': 16, 'name': 'PlayStation 3', 'slug': 'playstation3'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store'}}, {'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}, {'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360'}}, {'store': {'id': 11, 'name': 'Epic Games', 'slug': 'epic-games'}}]",2013-09-17,False,https://media.rawg.io/media/games/20a/20aa03a10cda45239fe22d035c0ebe64.jpg,4.47,5,"[{'id': 5, 'title': 'exceptional', 'count': 4229, 'percent': 59.04}, {'id': 4, 'title': 'recommended', 'count': 2342, 'percent': 32.7}, {'id': 3, 'title': 'meh', 'count': 456, 'percent': 6.37}, {'id': 1, 'title': 'skip', 'count': 136, 'percent': 1.9}]",7050,65,21905,92.0,439,2025-03-20T02:22:19,3498,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 236808, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 59339, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 45143, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 43383, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 44261, 'image_background': 'https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 40265, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 20885, 'image_background': 'https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 36334, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42425, 'name': 'Для нескольких игроков', 'slug': 'dlia-neskolkikh-igrokov', 'language': 'rus', 'games_count': 11352, 'image_background': 'https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg'}, {'id': 42400, 'name': 'Атмосфера', 'slug': 'atmosfera', 'language': 'rus', 'games_count': 6083, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 42401, 'name': 'Отличный саундтрек', 'slug': 'otlichnyi-saundtrek', 'language': 'rus', 'games_count': 4645, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42, 'name': 'Great Soundtrack', 'slug': 'great-soundtrack', 'language': 'eng', 'games_count': 3421, 'image_background': 'https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg'}, {'id': 24, 'name': 'RPG', 'slug': 'rpg', 'language': 'eng', 'games_count': 23789, 'image_background': 'https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg'}, {'id': 18, 'name': 'Co-op', 'slug': 'co-op', 'language': 'eng', 'games_count': 12990, 'image_background': 'https://media.rawg.io/media/games/4e0/4e0e7b6d6906a131307c94266e5c9a1c.jpg'}, {'id': 42442, 'name': 'Открытый мир', 'slug': 'otkrytyi-mir', 'language': 'rus', 'games_count': 6580, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 36, 'name': 'Open World', 'slug': 'open-world', 'language': 'eng', 'games_count': 8394, 'image_background': 'https://media.rawg.io/media/games/00d/00d374f12a3ab5f96c500a2cfa901e15.jpg'}, {'id': 411, 'name': 'cooperative', 'slug': 'cooperative', 'language': 'eng', 'games_count': 5769, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}, {'id': 42428, 'name': 'Шутер', 'slug': 'shuter', 'language': 'rus', 'games_count': 10481, 'image_background': 'https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg'}, {'id': 42429, 'name': 'От первого лица', 'slug': 'ot-pervogo-litsa', 'language': 'rus', 'games_count': 13462, 'image_background': 'https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 34382, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 42435, 'name': 'Шедевр', 'slug': 'shedevr', 'language': 'rus', 'games_count': 1059, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42441, 'name': 'От третьего лица', 'slug': 'ot-tretego-litsa', 'language': 'rus', 'games_count': 8583, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 149, 'name': 'Third Person', 'slug': 'third-person', 'language': 'eng', 'games_count': 13058, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 42482, 'name': 'Смешная', 'slug': 'smeshnaia', 'language': 'rus', 'games_count': 10790, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 4, 'name': 'Funny', 'slug': 'funny', 'language': 'eng', 'games_count': 26779, 'image_background': 'https://media.rawg.io/media/games/af7/af7a831001c5c32c46e950cc883b8cb7.jpg'}, {'id': 37, 'name': 'Sandbox', 'slug': 'sandbox', 'language': 'eng', 'games_count': 7655, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 42481, 'name': 'Юмор', 'slug': 'iumor', 'language': 'rus', 'games_count': 6938, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, {'id': 42444, 'name': 'Песочница', 'slug': 'pesochnitsa', 'language': 'rus', 'games_count': 4883, 'image_background': 'https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg'}, {'id': 123, 'name': 'Comedy', 'slug': 'comedy', 'language': 'eng', 'games_count': 13598, 'image_background': 'https://media.rawg.io/media/games/8ca/8ca40b562a755d6a0e30d48e6c74b178.jpg'}, {'id': 42446, 'name': 'Шутер от третьего лица', 'slug': 'shuter-ot-tretego-litsa', 'language': 'rus', 'games_count': 2413, 'image_background': 'https://media.rawg.io/media/games/7ac/7aca7ccf0e70cd0974cb899ab9e5158e.jpg'}, {'id': 150, 'name': 'Third-Person Shooter', 'slug': 'third-person-shooter', 'language': 'eng', 'games_count': 3804, 'image_background': 'https://media.rawg.io/media/games/d46/d46373f39458670305704ef089387520.jpg'}, {'id': 62, 'name': 'Moddable', 'slug': 'moddable', 'language': 'eng', 'games_count': 1022, 'image_background': 'https://media.rawg.io/media/games/b54/b54598d1d5cc31899f4f0a7e3122a7b0.jpg'}, {'id': 42438, 'name': 'Поддержка модификаций', 'slug': 'podderzhka-modifikatsii', 'language': 'rus', 'games_count': 833, 'image_background': 'https://media.rawg.io/media/games/476/476178ef18ab0534771d099f51cdc694.jpg'}, {'id': 42529, 'name': 'Для взрослых', 'slug': 'dlia-vzroslykh', 'language': 'rus', 'games_count': 3721, 'image_background': 'https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg'}, {'id': 42496, 'name': 'Гонки', 'slug': 'gonki', 'language': 'rus', 'games_count': 4212, 'image_background': 'https://media.rawg.io/media/games/a1c/a1cea552040aecf9414548e209f9c0d8.jpg'}, {'id': 144, 'name': 'Crime', 'slug': 'crime', 'language': 'eng', 'games_count': 3056, 'image_background': 'https://media.rawg.io/media/games/345/3452d9d4483686c602372e0e6b3bb4cc.jpg'}, {'id': 42443, 'name': 'Криминал', 'slug': 'kriminal', 'language': 'rus', 'games_count': 1173, 'image_background': 'https://media.rawg.io/media/games/3d9/3d9bac98d79bcd2d445f829e8d6be902.jpg'}, {'id': 62349, 'name': 'vr mod', 'slug': 'vr-mod', 'language': 'eng', 'games_count': 17, 'image_background': 'https://media.rawg.io/media/screenshots/1bb/1bb3f78f0fe43b5d5ca2f3da5b638840.jpg'}]",,7163,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/20a/20aa03a10cda45239fe22d035c0ebe64.jpg'}, {'id': 1827221, 'image': 'https://media.rawg.io/media/screenshots/a7c/a7c43871a54bed6573a6a429451564ef.jpg'}, {'id': 1827222, 'image': 'https://media.rawg.io/media/screenshots/cf4/cf4367daf6a1e33684bf19adb02d16d6.jpg'}, {'id': 1827223, 'image': 'https://media.rawg.io/media/screenshots/f95/f9518b1d99210c0cae21fc09e95b4e31.jpg'}, {'id': 1827225, 'image': 'https://media.rawg.io/media/screenshots/a5c/a5c95ea539c87d5f538763e16e18fb99.jpg'}, {'id': 1827226, 'image': 'https://media.rawg.io/media/screenshots/a7e/a7e990bc574f4d34e03b5926361d1ee7.jpg'}, {'id': 1827227, 'image': 'https://media.rawg.io/media/screenshots/592/592e2501d8734b802b2a34fee2df59fa.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",Action,546.0,12665,6178.0,621.0,1146.0,749.0,4.0,Mature,mature,Mature,С 17 лет,,,2013.0
the-witcher-3-wild-hunt,the witcher 3: wild hunt,43,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 187, 'name': 'PlayStation 5', 'slug': 'playstation5'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 186, 'name': 'Xbox Series S/X', 'slug': 'xbox-series-x'}}, {'platform': {'id': 7, 'name': 'Nintendo Switch', 'slug': 'nintendo-switch'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store'}}, {'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}, {'store': {'id': 6, 'name': 'Nintendo Store', 'slug': 'nintendo'}}]",2015-05-18,False,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,4.65,5,"[{'id': 5, 'title': 'exceptional', 'count': 5329, 'percent': 76.76}, {'id': 4, 'title': 'recommended', 'count': 1136, 'percent': 16.36}, {'id': 3, 'title': 'meh', 'count': 296, 'percent': 4.26}, {'id': 1, 'title': 'skip', 'count': 181, 'percent': 2.61}]",6830,78,21544,92.0,682,2025-03-20T01:53:00,3328,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 236808, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 59339, 'image_background': 'https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 45143, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 43383, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 20885, 'image_background': 'https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 36334, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 42400, 'name': 'Атмосфера', 'slug': 'atmosfera', 'language': 'rus', 'games_count': 6083, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 42401, 'name': 'Отличный саундтрек', 'slug': 'otlichnyi-saundtrek', 'language': 'rus', 'games_count': 4645, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42, 'name': 'Great Soundtrack', 'slug': 'great-soundtrack', 'language': 'eng', 'games_count': 3421, 'image_background': 'https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg'}, {'id': 42394, 'name': 'Глубокий сюжет', 'slug': 'glubokii-siuzhet', 'language': 'rus', 'games_count': 15181, 'image_background': 'https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg'}, {'id': 24, 'name': 'RPG', 'slug': 'rpg', 'language': 'eng', 'games_count': 23789, 'image_background': 'https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg'}, {'id': 42412, 'name': 'Ролевая игра', 'slug': 'rolevaia-igra', 'language': 'rus', 'games_count': 20193, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 24317, 'image_background': 'https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg'}, {'id': 42442, 'name': 'Открытый мир', 'slug': 'otkrytyi-mir', 'language': 'rus', 'games_count': 6580, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 36, 'name': 'Open World', 'slug': 'open-world', 'language': 'eng', 'games_count': 8394, 'image_background': 'https://media.rawg.io/media/games/00d/00d374f12a3ab5f96c500a2cfa901e15.jpg'}, {'id': 42435, 'name': 'Шедевр', 'slug': 'shedevr', 'language': 'rus', 'games_count': 1059, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42441, 'name': 'От третьего лица', 'slug': 'ot-tretego-litsa', 'language': 'rus', 'games_count': 8583, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 149, 'name': 'Third Person', 'slug': 'third-person', 'language': 'eng', 'games_count': 13058, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 42480, 'name': 'Фэнтези', 'slug': 'fentezi', 'language': 'rus', 'games_count': 14087, 'image_background': 'https://media.rawg.io/media/games/6fc/6fcf4cd3b17c288821388e6085bb0fc9.jpg'}, {'id': 64, 'name': 'Fantasy', 'slug': 'fantasy', 'language': 'eng', 'games_count': 30331, 'image_background': 'https://media.rawg.io/media/games/04a/04a7e7e185fb51493bdcbe1693a8b3dc.jpg'}, {'id': 37, 'name': 'Sandbox', 'slug': 'sandbox', 'language': 'eng', 'games_count': 7655, 'image_background': 'https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg'}, {'id': 97, 'name': 'Action RPG', 'slug': 'action-rpg', 'language': 'eng', 'games_count': 7860, 'image_background': 'https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg'}, {'id': 42489, 'name': 'Ролевой экшен', 'slug': 'rolevoi-ekshen', 'language': 'rus', 'games_count': 4851, 'image_background': 'https://media.rawg.io/media/games/21c/21cc15d233117c6809ec86870559e105.jpg'}, {'id': 42477, 'name': 'Мрачная', 'slug': 'mrachnaia', 'language': 'rus', 'games_count': 6666, 'image_background': 'https://media.rawg.io/media/games/d9f/d9f982e042df6263684ba1fdea3efc1c.jpg'}, {'id': 41, 'name': 'Dark', 'slug': 'dark', 'language': 'eng', 'games_count': 17196, 'image_background': 'https://media.rawg.io/media/games/d9f/d9f982e042df6263684ba1fdea3efc1c.jpg'}, {'id': 42406, 'name': 'Нагота', 'slug': 'nagota', 'language': 'rus', 'games_count': 7175, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 44, 'name': 'Nudity', 'slug': 'nudity', 'language': 'eng', 'games_count': 7567, 'image_background': 'https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg'}, {'id': 42390, 'name': 'Решения с последствиями', 'slug': 'resheniia-s-posledstviiami', 'language': 'rus', 'games_count': 7030, 'image_background': 'https://media.rawg.io/media/games/a28/a289e23b4d4d84f26ab59125e3be4483.jpg'}, {'id': 336, 'name': 'controller support', 'slug': 'controller-support', 'language': 'eng', 'games_count': 293, 'image_background': 'https://media.rawg.io/media/games/0b3/0b34647c42271600399b93d19b10f1aa.jpg'}, {'id': 145, 'name': 'Choices Matter', 'slug': 'choices-matter', 'language': 'eng', 'games_count': 6818, 'image_background': 'https://media.rawg.io/media/games/7ba/7baf4663962bad7197e2470d59a6e322.jpg'}, {'id': 42506, 'name': 'Тёмное фэнтези', 'slug': 'tiomnoe-fentezi', 'language': 'rus', 'games_count': 3629, 'image_background': 'https://media.rawg.io/media/games/67f/67f62d1f062a6164f57575e0604ee9f6.jpg'}, {'id': 42529, 'name': 'Для взрослых', 'slug': 'dlia-vzroslykh', 'language': 'rus', 'games_count': 3721, 'image_background': 'https://media.rawg.io/media/games/849/849414b978db37d4563ff9e4b0d3a787.jpg'}, {'id': 40, 'name': 'Dark Fantasy', 'slug': 'dark-fantasy', 'language': 'eng', 'games_count': 4939, 'image_background': 'https://media.rawg.io/media/games/cfe/cfe5960b5caca432f3575fc7d8ff736b.jpg'}, {'id': 192, 'name': 'Mature', 'slug': 'mature', 'language': 'eng', 'games_count': 3914, 'image_background': 'https://media.rawg.io/media/games/bd7/bd7cfccfececba1ec2b97a120a40373f.jpg'}, {'id': 42391, 'name': 'Средневековье', 'slug': 'srednevekove', 'language': 'rus', 'games_count': 4166, 'image_background': 'https://media.rawg.io/media/games/598/59851e152a6898c8bf79069b5bf2f4db.jpg'}, {'id': 66, 'name': 'Medieval', 'slug': 'medieval', 'language': 'eng', 'games_count': 7226, 'image_background': 'https://media.rawg.io/media/games/8fc/8fc59e74133fd8a8a436b7e2d0fb36c2.jpg'}, {'id': 82, 'name': 'Magic', 'slug': 'magic', 'language': 'eng', 'games_count': 10398, 'image_background': 'https://media.rawg.io/media/games/963/9639183ff27251b0b686acaa6aac0297.jpg'}, {'id': 42478, 'name': 'Магия', 'slug': 'magiia', 'language': 'rus', 'games_count': 5033, 'image_background': 'https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg'}, {'id': 218, 'name': 'Multiple Endings', 'slug': 'multiple-endings', 'language': 'eng', 'games_count': 10118, 'image_background': 'https://media.rawg.io/media/games/7e7/7e79e3296a7f64e7535c9e5bb5aa4b53.jpg'}, {'id': 42508, 'name': 'Нелинейность', 'slug': 'nelineinost', 'language': 'rus', 'games_count': 1017, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}]",,6942,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg'}, {'id': 30336, 'image': 'https://media.rawg.io/media/screenshots/1ac/1ac19f31974314855ad7be266adeb500.jpg'}, {'id': 30337, 'image': 'https://media.rawg.io/media/screenshots/6a0/6a08afca95261a2fe221ea9e01d28762.jpg'}, {'id': 30338, 'image': 'https://media.rawg.io/media/screenshots/cdd/cdd31b6b4a687425a87b5ce231ac89d7.jpg'}, {'id': 30339, 'image': 'https://media.rawg.io/media/screenshots/862/862397b153221a625922d3bb66337834.jpg'}, {'id': 30340, 'image': 'https://media.rawg.io/media/screenshots/166/166787c442a45f52f4f230c33fd7d605.jpg'}, {'id': 30342, 'image': 'https://media.rawg.io/media/screenshots/f63/f6373ee614046d81503d63f167181803.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}, {'id': 5, 'name': 'RPG', 'slug': 'role-playing-games-rpg'}]",Action,1164.0,12659,5021.0,826.0,981.0,893.0,4.0,Mature,mature,Mature,С 17 лет,,,2015.0
