id,slug,name,released,metacritic,rating,ratings_count,playtime,added,platforms,genres,year
20569,ufo-enemy-unknown,X-COM: UFO Defense,1993-12-30,,3.65,275,1,3647,"PC, PlayStation, Commodore / Amiga",Strategy,1993
17636,bio-menace,Bio Menace,1993-08-03,,2.56,94,1,1780,"PC, macOS, Linux, Classic Macintosh","Platformer, Action",1993
52884,doom-2,DOOM,1993-12-10,83.0,4.38,810,0,1638,"PC, PlayStation 4, Xbox One, Nintendo Switch, Android, Linux, Xbox 360, PlayStation 3, PlayStation, Game Boy Advance, SNES, SEGA Saturn, SEGA 32X, 3DO, Jaguar","Shooter, Action",1993
22837,syndicate-plus,Syndicate Plus,1993-06-05,,2.75,52,1,1423,"PC, macOS, Classic Macintosh",Action,1993
20970,litil-divil,Litil Divil,1993-01-01,,1.88,40,1,1237,"PC, macOS, Linux, Classic Macintosh, Commodore / Amiga","Adventure, Action, Puzzle",1993
30406,eye-of-the-beholder-3-assault-on-myth-drannor,Eye of the Beholder 3: Assault on Myth Drannor,1993-01-01,,2.92,13,1,1062,PC,RPG,1993
53239,disneys-aladdin-1993,Disney's Aladdin,1993-11-11,59.0,4.2,342,1,749,"PC, macOS, Game Boy, NES, Commodore / Amiga, Genesis, Game Gear","Arcade, Platformer, Adventure, Action",1993
51179,leisure-suit-larry-6-shape-up-or-slip-out-2,Leisure Suit Larry 6 - Shape Up Or Slip Out,1993-06-15,,3.82,34,1,699,"PC, macOS","Adventure, Puzzle",1993
5873,the-7th-guest,The 7th Guest,1993-04-01,,3.43,33,1,600,"PC, iOS, macOS, Linux","Adventure, Puzzle",1993
24478,super-mario-kart,Super Mario Kart,1993-08-27,,4.05,245,6,543,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, SNES",Racing,1993
27057,the-legend-of-zelda-links-awakening-dx,The Legend of Zelda: Link's Awakening (1993),1993-06-06,,4.39,191,18,519,"Nintendo 3DS, Game Boy Color, Game Boy","Adventure, Action",1993
29426,mortal-kombat-2,Mortal Kombat 2,1993-06-25,,4.13,252,0,511,"PC, PlayStation 3, PlayStation, Game Boy, SNES, Commodore / Amiga, Genesis, SEGA Saturn, SEGA 32X, SEGA Master System, Game Gear","Arcade, Fighting",1993
4377,myst,Myst,1993-09-24,23.0,3.89,104,1,509,"PC, iOS, Nintendo 3DS, Nintendo DS, PlayStation, PSP, Classic Macintosh, Commodore / Amiga, SEGA Saturn, SEGA CD, 3DO, Jaguar","Indie, Adventure, Puzzle",1993
22774,gabriel-knight-sins-of-the-fathers,Gabriel Knight: Sins of the Fathers,1993-12-16,,3.89,34,1,498,"PC, Android, macOS",Adventure,1993
22980,sam-max-hit-the-road,Sam & Max Hit the Road,1993-12-01,,4.28,82,1,487,"PC, macOS, Linux",Adventure,1993
20617,the-chaos-engine,The Chaos Engine,1993-03-01,40.0,3.67,36,2,476,"PC, macOS, Linux, SNES, Classic Macintosh, Commodore / Amiga, Atari ST, Genesis","Shooter, Action",1993
53714,battletoads-double-dragon,Battletoads & Double Dragon,1993-12-01,,4.39,254,0,454,"Game Boy, SNES, NES, Genesis",Fighting,1993
17140,blake-stone-aliens-of-gold,Blake Stone: Aliens of Gold,1993-12-05,,2.85,19,1,416,"PC, macOS, Linux, Classic Macintosh","Shooter, Action",1993
15665,master-of-orion-1,Master of Orion 1,1993-09-06,,3.71,42,1,375,"PC, macOS, Linux",Strategy,1993
53506,rock-n-roll-racing,Rock n' Roll Racing,1993-06-04,,4.37,226,0,361,"PC, PlayStation, Game Boy Advance, SNES, Genesis",Racing,1993
17142,monster-bash,Monster Bash,1993-04-08,,2.2,10,1,334,"PC, macOS, Linux","Platformer, Arcade, Action",1993
17836,major-stryker,Major Stryker,1993-01-10,,1.88,8,1,331,"PC, macOS","Shooter, Arcade, Action",1993
57422,mega-man-x,Mega Man X (1993),1993-12-17,55.0,4.3,139,0,325,"PC, iOS, Android, SNES","Arcade, Platformer, Adventure, Action",1993
5360,simcity-2000,SimCity 2000,1993-01-01,,4.1,115,3,324,"PC, macOS, PlayStation 3, PlayStation, PSP, Nintendo 64, Game Boy Advance, SNES, Classic Macintosh, Commodore / Amiga, SEGA Saturn","Strategy, Simulation",1993
53748,chip-n-dale-rescue-rangers-2,Chip 'n Dale Rescue Rangers 2,1993-12-10,,4.4,168,0,310,NES,"Platformer, Adventure",1993
334431,kirby-adventure,Kirby's Adventure,1993-03-23,,4.13,123,0,299,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, GameCube, Game Boy Advance, NES","Platformer, Arcade, Action",1993
52662,alone-in-the-dark-2-1994,Alone in the Dark 2,1993-01-01,,3.74,38,6,291,"PC, PlayStation, Classic Macintosh, SEGA Saturn, 3DO","Adventure, Action",1993
51092,the-jungle-book,Disney's The Jungle Book,1993-08-15,,3.9,92,1,273,"PC, macOS, Linux, Game Boy Advance, Game Boy, SNES, NES, Genesis, SEGA Master System, Game Gear","Arcade, Platformer, Adventure, Action",1993
31713,duke-nukem-2,Duke Nukem 2,1993-12-03,,3.18,33,1,272,PC,Arcade,1993
32965,the-lost-vikings,The Lost Vikings,1993-04-23,75.0,4.34,117,0,259,"PC, Game Boy Advance, SNES, Commodore / Amiga, Genesis","Platformer, Action, Puzzle",1993
5329,gunstar-heroes,Gunstar Heroes,1993-09-09,75.0,4.21,65,0,258,"PC, Nintendo 3DS, macOS, Linux, Xbox 360, PlayStation 3, Genesis, Game Gear",Action,1993
57518,super-mario-all-stars-1993,Super Mario All-Stars (1993),1993-07-14,,4.37,102,0,257,"Nintendo Switch, Wii, SNES",Platformer,1993
57475,secret-of-mana-1993,Secret of Mana (1993),1993-08-06,,4.41,86,0,239,SNES,"Adventure, RPG",1993
54097,teenage-mutant-ninja-turtles-tournament-fighters,Teenage Mutant Ninja Turtles: Tournament Fighters,1993-09-04,,4.13,102,0,216,"SNES, NES, Genesis",Fighting,1993
32869,daemonsgate,Daemonsgate,1993-01-01,,0.0,5,1,203,"PC, macOS, Linux","Adventure, Action, RPG",1993
22746,cannon-fodder,Cannon Fodder,1993-11-28,,4.37,70,1,193,"PC, macOS, Linux, Game Boy Color, SNES, Classic Macintosh, Commodore / Amiga, Atari ST, Genesis, 3DO, Jaguar","Strategy, Arcade, Action",1993
57049,golden-axe-iii-1993,Golden Axe III (1993),1993-06-25,,4.22,87,0,188,"PC, iOS, Wii, Genesis","Arcade, Action",1993
54303,samurai-shodown,Samurai Shodown,1993-07-07,,3.72,32,0,188,"PlayStation 4, Xbox One, Xbox Series S/X, Nintendo Switch, PlayStation 3, PSP, Wii, Game Boy, SNES, Genesis, SEGA CD, 3DO, Game Gear, Neo Geo",Fighting,1993
54260,fatal-fury-special,Fatal Fury Special,1993-09-15,,3.0,19,0,186,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, Xbox 360, Wii, SNES, Classic Macintosh, SEGA CD, Game Gear, Neo Geo","Casual, Arcade, Action, Fighting",1993
