id,slug,name,released,metacritic,rating,ratings_count,playtime,added,platforms,genres,year
22991,akalabeth-world-of-doom-2,Akalabeth: World of Doom,1979-12-31,,2.09,81,1,1525,"PC, iOS, macOS, Linux, Apple II","Adventure, RPG",1979
52423,galaxian,Galaxian,1979-01-01,,3.88,80,0,173,"Wii, Game Boy, NES, Apple II, Commodore / Amiga, Atari 5200, Atari 2600, Atari 8-bit","Shooter, Arcade",1979
52394,asteroids-1979,Asteroids (1979),1979-11-01,,3.76,32,0,81,"PC, Xbox 360, PlayStation, Game Boy Advance, Game Boy, Commodore / Amiga, Atari 7800, Atari 2600, Atari 8-bit","Shooter, Arcade, Action",1979
52391,adventure-game-atari,Adventure,1979-01-01,,4.04,23,0,65,"iOS, Atari 2600, Atari Flashback","Action, Puzzle",1979
53426,lunar-lander,Lunar Lander,1979-01-01,,3.25,7,0,32,Game Boy Advance,,1979
52461,star-raiders-1979,Star Raiders (1979),1979-01-01,,2.86,6,0,27,"Atari 5200, Atari 2600, Atari 8-bit, Atari ST",,1979
52400,bowling-1979,Bowling (1979),1979-01-01,,2.83,5,0,26,Atari 2600,Sports,1979
55147,temple-of-apshai,Temple of Apshai,1979-08-01,,2.17,5,0,23,"PC, Apple II, Commodore / Amiga, Atari 8-bit, Atari ST",RPG,1979
52631,star-fire,Star Fire,1979-01-01,,0.0,4,0,23,"Commodore / Amiga, Atari 2600",,1979
56620,lunar-rescue,Lunar Rescue,1979-01-01,,3.17,5,0,23,Commodore / Amiga,Shooter,1979
55309,nfl-football-1979,NFL Football (1979),1979-01-01,,0.0,4,0,23,"SNES, Atari 2600, Atari Flashback, Atari Lynx",Sports,1979
306019,video-easel,Video Easel,1979-01-01,,0.0,3,0,21,Atari 8-bit,Educational,1979
55886,head-on,Head On,1979-04-01,,3.0,5,0,21,Game Boy,Racing,1979
311648,radar-scope,Radar Scope,1979-12-31,,0.0,4,0,19,,Action,1979
52393,basic-programming,BASIC Programming,1979-01-01,,0.0,4,0,18,Atari 2600,,1979
